region,district,settlement,lat,lon,question,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,comment
Кировская область,Вятско-Полянский район,Батым,56.283330,51.050000,,,,,,,,
Кировская область,Вятско-Полянский район,Высокая Гора,56.136490,51.371220,,,,,,,,
Кировская область,Вятско-Полянский район,Вятские Поляны,56.229120,51.060980,,,,,,,,
Кировская область,Вятско-Полянский район,Гремячка,56.285870,51.328650,,,,,,,,
Кировская область,Вятско-Полянский район,Дым-Дым-Омга,56.373880,51.189540,,,,,,,,
Кировская область,Вятско-Полянский район,Казань-Омга,56.381590,51.195690,,,,,,,,
Кировская область,Вятско-Полянский район,Каракули,56.352760,51.030610,,,,,,,,
Кировская область,Вятско-Полянский район,Каракульская Пристань,56.369720,51.016990,,,,,,,,
Кировская область,Вятско-Полянский район,Ключ,56.200000,51.416670,,,,,,,,
Кировская область,Вятско-Полянский район,Красная Поляна,56.242040,51.144250,,,,,,,,
Кировская область,Вятско-Полянский район,Красногорье,56.150000,51.166670,,,,,,,,
Кировская область,Вятско-Полянский район,Сасноўка,56.254960,51.284190,,,,,,,,
Кировская область,Кильмезский район,Азиково,56.787410,51.417640,,,,,,,,
Кировская область,Кильмезский район,Андрюшкино,57.098230,50.939280,,,,,,,,
Кировская область,Кильмезский район,Аркуль,56.935500,50.763100,,,,,,,,
Кировская область,Кильмезский район,Аркульский,56.977830,50.780670,,,,,,,,
Кировская область,Кильмезский район,Арпорек,56.783330,50.900000,,,,,,,,
Кировская область,Кильмезский район,Астраханово,56.932790,50.708940,,,,,,,,
Кировская область,Кильмезский район,Байбеки,57.205230,50.849080,,,,,,,,
Кировская область,Кильмезский район,Большая Бежболда,56.833330,51.300000,,,,,,,,
Кировская область,Кильмезский район,Большие Богатыри,56.825000,50.974100,,,,,,,,
Кировская область,Кильмезский район,Большой Газек,57.071860,51.201480,,,,,,,,
Кировская область,Кильмезский район,Большой Пихтинер,56.916670,51.216670,,,,,,,,
Кировская область,Кильмезский район,Большой Порек,56.775080,50.826960,,,,,,,,
Кировская область,Кильмезский район,Кильмезь,56.944590,51.063630,,,,,,,,
Кировская область,Малмыжский район,Агельдино,56.530700,50.876500,,,,,,,,
Кировская область,Малмыжский район,Аджим,56.739200,50.268430,,,,,,,,
Кировская область,Малмыжский район,Азбаев Ключ,56.557500,50.971800,,,,,,,,
Кировская область,Малмыжский район,Азелино,56.516300,50.590200,,,,,,,,
Кировская область,Малмыжский район,Актюба,56.588900,50.746500,,,,,,,,
Кировская область,Малмыжский район,Алинерь,56.747400,50.763700,,,,,,,,
Кировская область,Малмыжский район,Аргыж,56.663000,50.742300,,,,,,,,
Кировская область,Малмыжский район,Армянская Пристань,56.466670,50.950000,,,,,,,,
Кировская область,Малмыжский район,Арпорек,56.818680,50.525730,,,,,,,,
Кировская область,Малмыжский район,Арык,56.589700,50.826200,,,,,,,,
Кировская область,Малмыжский район,Бол.Шабанка,56.633330,51.033330,,,,,,,,
Кировская область,Малмыжский район,Большая Кучка,56.763190,50.157660,,,,,,,,
Кировская область,Малмыжский район,Малмыж,56.520450,50.681030,,,,,,,,
Кировская область,Немский район,Антоново,57.504370,50.654910,,,,,,,,
Кировская область,Немский район,Атня,57.219320,50.635490,,,,,,,,
Кировская область,Немский район,Барановщина,57.654700,50.365550,,,,,,,,
Кировская область,Немский район,Берёзовка,57.512800,50.473700,,,,,,,,
Кировская область,Немский район,Бесово,57.552600,50.559900,,,,,,,,
Кировская область,Немский район,Большая Дуброва,57.630800,50.249300,,,,,,,,
Кировская область,Немский район,Большая Ярань,57.565000,50.762400,,,,,,,,
Кировская область,Немский район,Большие Пальники,57.561400,50.859300,,,,,,,,
Кировская область,Немский район,Большое Снигерёво,57.516670,50.350000,,,,,,,,
Кировская область,Немский район,Бриткино,57.548500,50.447200,,,,,,,,
Кировская область,Немский район,Бурлаки,57.594900,50.357500,,,,,,,,
Кировская область,Немский район,Васильевское,57.561910,50.303580,,,,,,,,
Кировская область,Немский район,Нема,57.506870,50.501100,,,,,,,,
Кировская область,Омутнинский район,Амутнінск,58.670150,52.193130,,,,,,,,
Кировская область,Омутнинский район,Аникинцы,58.610800,52.440600,,,,,,,,
Кировская область,Омутнинский район,Балденки,58.633330,51.700000,,,,,,,,
Кировская область,Омутнинский район,Белоретская,58.683330,52.466670,,,,,,,,
Кировская область,Омутнинский район,Белореченск,58.772510,52.293570,,,,,,,,
Кировская область,Омутнинский район,Бельский,58.455600,52.594900,,,,,,,,
Кировская область,Омутнинский район,Большая Денисята,58.583330,52.083330,,,,,,,,
Кировская область,Омутнинский район,Большая Камерлята,58.741970,52.446980,,,,,,,,
Кировская область,Омутнинский район,Большие Лусники,58.787860,52.388270,,,,,,,,
Кировская область,Омутнинский район,Восточный,58.788110,52.245130,,,,,,,,
Кировская область,Омутнинский район,Лесные Поляны,59.003140,52.418020,,,,,,,,
Кировская область,Омутнинский район,Песковка,59.044780,52.360570,,,,,,,,
Кировская область,Омутнинский район,Черная Холуница,58.851150,51.715450,,,,,,,,
Кировская область,Унинский район,Агафоново,57.716670,51.750000,,,,,,,,
Кировская область,Унинский район,Аитоновцы,57.666670,51.000000,,,,,,,,
Кировская область,Унинский район,Алесандровцы,57.750000,51.866670,,,,,,,,
Кировская область,Унинский район,Алыповцы,57.768300,51.479300,,,,,,,,
Кировская область,Унинский район,Антоновцы,57.650600,51.511600,,,,,,,,
Кировская область,Унинский район,Антропята,57.342300,51.123100,,,,,,,,
Кировская область,Унинский район,Афанасьевцы,57.689600,51.273300,,,,,,,,
Кировская область,Унинский район,Бабкино,57.754900,51.685400,,,,,,,,
Кировская область,Унинский район,Багей,57.697600,51.357500,,,,,,,,
Кировская область,Унинский район,Багрыши,57.688600,51.166700,,,,,,,,
Кировская область,Унинский район,Барашки,57.721800,51.063900,,,,,,,,
Кировская область,Унинский район,Бармаши,57.597100,51.341100,,,,,,,,
Кировская область,Унинский район,Уни,57.755450,51.489270,,,,,,,,
Кировская область,Фаленский район,Абызовцы,57.918500,51.533500,,,,,,,,
Кировская область,Фаленский район,Азово,57.967900,51.683600,,,,,,,,
Кировская область,Фаленский район,Астрахань,57.822700,51.263500,,,,,,,,
Кировская область,Фаленский район,Багзи,57.866670,51.716670,,,,,,,,
Кировская область,Фаленский район,Бай,58.058390,51.337490,,,,,,,,
Кировская область,Фаленский район,Балахни,58.049760,51.683070,,,,,,,,
Кировская область,Фаленский район,Балобанцы,57.800000,51.202300,,,,,,,,
Кировская область,Фаленский район,Баранники,58.250000,51.566670,,,,,,,,
Кировская область,Фаленский район,Барминцы,58.198110,51.665370,,,,,,,,
Кировская область,Фаленский район,Баташи,58.350000,51.500000,,,,,,,,
Кировская область,Фаленский район,Белая,57.981300,51.683100,,,,,,,,
Кировская область,Фаленский район,Береговая,58.366670,51.600000,,,,,,,,
Кировская область,Фаленский район,Фаленки,58.361270,51.594610,,,,,,,,
Пермский край,Большесосновский район,Баклуши,57.639370,54.456570,,,,,,,,
Пермский край,Большесосновский район,Басалгино,57.520300,54.661400,,,,,,,,
Пермский край,Большесосновский район,Бердышево,57.329730,54.454750,,,,,,,,
Пермский край,Большесосновский район,Берёзово,57.543520,54.730560,,,,,,,,
Пермский край,Большесосновский район,Большая Соснова,57.669800,54.599980,,,,,,,,
Пермский край,Большесосновский район,Большие Кизели,57.683350,54.265610,,,,,,,,
Пермский край,Большесосновский район,Большое Турово,57.766030,54.291670,,,,,,,,
Пермский край,Большесосновский район,Вавилово,57.521430,54.795920,,,,,,,,
Пермский край,Большесосновский район,Вары,57.514700,54.555740,,,,,,,,
Пермский край,Большесосновский район,Вахрино,57.298740,54.358990,,,,,,,,
Пермский край,Большесосновский район,Верхняя Потка,57.525070,54.300710,,,,,,,,
Пермский край,Большесосновский район,Верхняя Соснова,57.715940,54.577260,,,,,,,,
Пермский край,Большесосновский район,Верхняя Шестая,57.301570,54.515880,,,,,,,,
Пермский край,Большесосновский район,Вязовка,57.561970,54.123360,,,,,,,,
Пермский край,Верещагинский район,Агеево,57.980650,54.385090,,,,,,,,
Пермский край,Верещагинский район,Аничата,58.133330,54.783330,,,,,,,,
Пермский край,Верещагинский район,Аношата,58.192500,53.962000,,,,,,,,
Пермский край,Верещагинский район,Балуи,58.196500,53.995300,,,,,,,,
Пермский край,Верещагинский район,Бекени,57.995850,54.248610,,,,,,,,
Пермский край,Верещагинский район,Болдыри,57.973640,54.193190,,,,,,,,
Пермский край,Верещагинский район,Большие Бабики,57.945710,54.236280,,,,,,,,
Пермский край,Верещагинский район,Большие Чирки,58.033930,54.146350,,,,,,,,
Пермский край,Верещагинский район,Бородулино,58.001170,54.379110,,,,,,,,
Пермский край,Верещагинский район,Бузынята,58.095080,54.776700,,,,,,,,
Пермский край,Верещагинский район,Верещагино,58.078150,54.656480,,,,,,,,
Пермский край,Верещагинский район,Верхние Горевские,57.970800,54.283300,,,,,,,,
Пермский край,Верещагинский район,Верхняя Лысьва,58.104400,53.970500,,,,,,,,
Пермский край,Верещагинский район,Зюкайка,58.204160,54.707840,,,,,,,,
Пермский край,Карагайский район,Бабай,58.433330,55.366670,,,,,,,,
Пермский край,Карагайский район,Бажино,58.665500,55.211400,,,,,,,,
Пермский край,Карагайский район,Бажино,58.667800,55.206100,,,,,,,,
Пермский край,Карагайский район,Бараново,58.577500,55.112600,,,,,,,,
Пермский край,Карагайский район,Басково,58.519900,55.036500,,,,,,,,
Пермский край,Карагайский район,Батино,58.540900,55.261600,,,,,,,,
Пермский край,Карагайский район,Богданово,58.178650,54.945530,,,,,,,,
Пермский край,Карагайский район,Богоявленск,58.383300,55.262400,,,,,,,,
Пермский край,Карагайский район,Большая Казань,58.262000,55.131700,,,,,,,,
Пермский край,Карагайский район,Борган,58.437300,55.220700,,,,,,,,
Пермский край,Карагайский район,Борщово,58.349400,55.051700,,,,,,,,
Пермский край,Карагайский район,Карагайка,58.266150,54.932500,,,,,,,,
Пермский край,Карагайский район,Менделеево,58.169760,54.996340,,,,,,,,
Пермский край,Куединский район,Альняш,56.426000,55.279700,,,,,,,,
Пермский край,Куединский район,Аряж,56.495600,55.598100,,,,,,,,
Пермский край,Куединский район,Байдары,56.638100,55.386100,,,,,,,,
Пермский край,Куединский район,Барановка,56.460200,55.520500,,,,,,,,
Пермский край,Куединский район,Большая Уса,56.736400,55.103500,,,,,,,,
Пермский край,Куединский район,Большие Кусты,56.595300,55.020000,,,,,,,,
Пермский край,Куединский район,Большой Дубовик,56.645250,55.226370,,,,,,,,
Пермский край,Куединский район,Большой Каскасал,56.520800,55.457400,,,,,,,,
Пермский край,Куединский район,Большой Ключ,56.433330,54.916670,,,,,,,,
Пермский край,Куединский район,Большой Талмаз,56.559900,55.358500,,,,,,,,
Пермский край,Куединский район,Вашутино,56.507510,55.741640,,,,,,,,
Пермский край,Куединский район,Ведровка,56.453560,55.413290,,,,,,,,
Пермский край,Куединский район,Верхний Буй,56.595300,55.469000,,,,,,,,
Пермский край,Нытвенский район,Агапово,58.290200,55.278600,,,,,,,,
Пермский край,Нытвенский район,Агафы,58.200000,55.516670,,,,,,,,
Пермский край,Нытвенский район,Азаново,58.035800,55.458300,,,,,,,,
Пермский край,Нытвенский район,Азово,58.102100,55.011000,,,,,,,,
Пермский край,Нытвенский район,Азовские,58.322400,55.252100,,,,,,,,
Пермский край,Нытвенский район,Алёкино,57.989300,55.498200,,,,,,,,
Пермский край,Нытвенский район,Андрията,58.190200,55.450600,,,,,,,,
Пермский край,Нытвенский район,Антоново,58.358800,55.432700,,,,,,,,
Пермский край,Нытвенский район,Арапово,58.239700,55.373600,,,,,,,,
Пермский край,Нытвенский район,Артюжата,58.066670,55.166670,,,,,,,,
Пермский край,Нытвенский район,Нитва,57.937710,55.341360,,,,,,,,
Пермский край,Нытвенский район,Уральский,57.934900,55.551300,,,,,,,,
Пермский край,Нытвенский район,Чайковская,58.128800,55.535200,,,,,,,,
Пермский край,Очерский район,Абрамичи,57.935900,54.490200,,,,,,,,
Пермский край,Очерский район,Аршиново,57.922840,54.171050,,,,,,,,
Пермский край,Очерский район,Балуево,57.891000,54.615230,,,,,,,,
Пермский край,Очерский район,Белобородово,57.837630,54.720270,,,,,,,,
Пермский край,Очерский район,Березники,57.928030,54.721980,,,,,,,,
Пермский край,Очерский район,Берёзово,57.865720,54.653800,,,,,,,,
Пермский край,Очерский район,Билимбаиха,57.792220,54.751710,,,,,,,,
Пермский край,Очерский район,Богатыри,57.850000,54.450000,,,,,,,,
Пермский край,Очерский район,Боронники,57.921640,54.878060,,,,,,,,
Пермский край,Очерский район,Бурдино,57.845500,54.808500,,,,,,,,
Пермский край,Очерский район,Бурдята,57.885380,54.634430,,,,,,,,
Пермский край,Очерский район,Очер,57.882270,54.718270,,,,,,,,
Пермский край,Очерский район,Павловский,57.842400,54.843570,,,,,,,,
Пермский край,Сивинский район,Абросимята,58.637600,53.826800,,,,,,,,
Пермский край,Сивинский район,Бабино,58.563430,54.263200,,,,,,,,
Пермский край,Сивинский район,Березники,58.467400,53.984100,,,,,,,,
Пермский край,Сивинский район,Березники,58.516220,54.386940,,,,,,,,
Пермский край,Сивинский район,Большая Тюмень,58.633330,54.083330,,,,,,,,
Пермский край,Сивинский район,Большое Самылово,58.284110,54.251500,,,,,,,,
Пермский край,Сивинский район,Борейково,58.377250,54.162820,,,,,,,,
Пермский край,Сивинский район,Борисовка,58.200000,54.350000,,,,,,,,
Пермский край,Сивинский район,Буб,58.292930,54.379730,,,,,,,,
Пермский край,Сивинский район,Буланово,58.391800,53.974300,,,,,,,,
Пермский край,Сивинский район,Быково,58.396270,54.028690,,,,,,,,
Пермский край,Сивинский район,Вятчана,58.358360,54.524000,,,,,,,,
Пермский край,Сивинский район,Сивинское,58.380570,54.373770,,,,,,,,
Пермский край,Чайковский,Чайковский,56.763230,54.112560,,,,,,,,
Пермский край,Чайковский район,Альняш,56.731650,54.737730,,,,,,,,
Пермский край,Чайковский район,Белая Гора,56.521700,54.369700,,,,,,,,
Пермский край,Чайковский район,Берёзовка,56.433330,54.466670,,,,,,,,
Пермский край,Чайковский район,Большая Агрызя,56.500500,54.466500,,,,,,,,
Пермский край,Чайковский район,Большой Букор,56.658800,54.263200,,,,,,,,
Пермский край,Чайковский район,Бурёнка,56.544100,54.551400,,,,,,,,
Пермский край,Чайковский район,Ваньки,56.846420,54.363060,,,,,,,,
Пермский край,Чайковский район,Вассята,56.888120,54.575190,,,,,,,,
Пермский край,Чайковский район,Гаревая,56.713160,54.295430,,,,,,,,
Пермский край,Чайковский район,Дублёново,56.660100,54.220600,,,,,,,,
Пермский край,Чайковский район,Дубовая,56.641400,54.149300,,,,,,,,
Пермский край,Чайковский район,Жигалки,56.580600,54.320300,,,,,,,,
Пермский край,Чайковский район,Фоки,56.693000,54.349850,,,,,,,,
Пермский край,Частинский район,Ёрзовка,57.339950,54.967000,,,,,,,,
Пермский край,Частинский район,Бабка,57.082790,54.493130,,,,,,,,
Пермский край,Частинский район,Байданы,57.345040,54.945130,,,,,,,,
Пермский край,Частинский район,Березники,57.155010,54.616130,,,,,,,,
Пермский край,Частинский район,Божьяки,57.445360,54.762440,,,,,,,,
Пермский край,Частинский район,Большая Головниха,57.218310,54.949730,,,,,,,,
Пермский край,Частинский район,Большие Горы,57.466700,54.901940,,,,,,,,
Пермский край,Частинский район,Большие Колесники,57.355400,54.870240,,,,,,,,
Пермский край,Частинский район,Большие Сибиряки,57.399970,54.789590,,,,,,,,
Пермский край,Частинский район,Бугры,57.131050,54.554710,,,,,,,,
Пермский край,Частинский район,Верхнее Рождество,57.142240,54.732240,,,,,,,,
Пермский край,Частинский район,Влдимирово,57.345180,54.901450,,,,,,,,
Пермский край,Частинский район,Частые,57.291900,54.972010,,,,,,,,
Республика Башкортостан,Дюртюлинский район,Ангасак,55.644720,54.807550,,,,,,,,
Республика Башкортостан,Дюртюлинский район,Аргамак,55.467620,54.889200,,,,,,,,
Республика Башкортостан,Дюртюлинский район,Аргыш,55.726110,54.841110,,,,,,,,
Республика Башкортостан,Дюртюлинский район,Асяново,55.444160,54.731900,,,,,,,,
Республика Башкортостан,Дюртюлинский район,Ацуярово,55.381890,54.947720,,,,,,,,
Республика Башкортостан,Дюртюлинский район,Баргата,55.580890,55.124680,,,,,,,,
Республика Башкортостан,Дюртюлинский район,Бишкураево,55.303330,54.545560,,,,,,,,
Республика Башкортостан,Дюртюлинский район,Бойгилда,55.528050,55.159860,,,,,,,,
Республика Башкортостан,Дюртюлинский район,Верхнеманчарово,55.364400,54.548880,,,,,,,,
Республика Башкортостан,Дюртюлинский район,Гремучий Ключ,55.618590,54.631550,,,,,,,,
Республика Башкортостан,Дюртюлинский район,Гублюкучуково,55.483170,54.795540,,,,,,,,
Республика Башкортостан,Дюртюлинский район,Гулюково,55.385280,55.085280,,,,,,,,
Республика Башкортостан,Дюртюлинский район,Дюртюли,55.487300,54.861760,,,,,,,,
Республика Башкортостан,Дюртюлинский район,Иванаево,55.492520,54.827840,,,,,,,,
Республика Башкортостан,Дюртюлинский район,Ивачёво,55.277780,54.995560,,,,,,,,
Республика Башкортостан,Дюртюлинский район,Имай-Утарово,55.338760,54.996300,,,,,,,,
Республика Башкортостан,Дюртюлинский район,Салпарово,55.352840,54.902980,,,,,,,,
Республика Башкортостан,Дюртюлинский район,Семилетка,55.360280,54.615280,,,,,,,,
Республика Башкортостан,Илишевский район,Абдуллино,55.405000,54.578610,,,,,,,,
Республика Башкортостан,Илишевский район,Аккузево,55.556860,54.130870,,,,,,,,
Республика Башкортостан,Илишевский район,Аначево,55.709430,54.417630,,,,,,,,
Республика Башкортостан,Илишевский район,Андреевка,55.696580,54.387180,,,,,,,,
Республика Башкортостан,Илишевский район,Базитамак,55.647720,54.534010,,,,,,,,
Республика Башкортостан,Илишевский район,Буляк,55.585350,54.417650,,,,,,,,
Республика Башкортостан,Илишевский район,Булярово,55.300000,54.133330,,,,,,,,
Республика Башкортостан,Илишевский район,Буралы,55.539190,54.389180,,,,,,,,
Республика Башкортостан,Илишевский район,Верхнечерекулево,55.498050,54.397370,,,,,,,,
Республика Башкортостан,Илишевский район,Верхнеяркеево,55.451090,54.306380,,,,,,,,
Республика Башкортостан,Илишевский район,Дюмеево,55.256110,54.354440,,,,,,,,
Республика Башкортостан,Илишевский район,Игметово,55.401410,54.544630,,,,,,,,
Республика Башкортостан,Илишевский район,Илишево,55.631140,54.196680,,,,,,,,
Республика Башкортостан,Илишевский район,Исаметово,55.458870,54.056890,,,,,,,,
Республика Башкортостан,Илишевский район,Исанбаево,55.561330,54.224040,,,,,,,,
Республика Башкортостан,Илишевский район,Итеево,55.521580,54.454960,,,,,,,,
Республика Башкортостан,Илишевский район,Ишкарово,55.476920,54.529750,,,,,,,,
Республика Башкортостан,Калтасинский район,Абдулино,55.964480,55.267130,,,,,,,,
Республика Башкортостан,Калтасинский район,Аитово,55.827390,54.980260,,,,,,,,
Республика Башкортостан,Калтасинский район,Амзибаш,56.059700,54.616800,,,,,,,,
Республика Башкортостан,Калтасинский район,Апасево,56.173800,54.577000,,,,,,,,
Республика Башкортостан,Калтасинский район,Аргыш,55.950000,54.550000,,,,,,,,
Республика Башкортостан,Калтасинский район,Армянинова,56.078680,54.613030,,,,,,,,
Республика Башкортостан,Калтасинский район,Атлегач,56.064500,55.046400,,,,,,,,
Республика Башкортостан,Калтасинский район,Бабаево,55.895300,55.042950,,,,,,,,
Республика Башкортостан,Калтасинский район,Барсуково,55.928610,54.768250,,,,,,,,
Республика Башкортостан,Калтасинский район,Барьяза,55.859340,54.907970,,,,,,,,
Республика Башкортостан,Калтасинский район,Большекачаково,55.919170,55.166220,,,,,,,,
Республика Башкортостан,Калтасинский район,Большекуразово,56.018400,54.963100,,,,,,,,
Республика Башкортостан,Калтасинский район,Большетуганеево,56.032100,54.829200,,,,,,,,
Республика Башкортостан,Калтасинский район,Большой Кельтей,55.968360,54.545790,,,,,,,,
Республика Башкортостан,Калтасинский район,Братовщина,56.040640,55.298540,,,,,,,,
Республика Башкортостан,Калтасинский район,Калтасы,55.969180,54.799660,,,,,,,,
Республика Башкортостан,Калтасинский район,Краснохолмский,55.987290,55.046590,,,,,,,,
Республика Башкортостан,Краснокамский район,Акинеево,56.110700,54.481800,,,,,,,,
Республика Башкортостан,Краснокамский район,Амзя,56.234600,54.385000,,,,,,,,
Республика Башкортостан,Краснокамский район,Арлан,55.973610,54.249030,,,,,,,,
Республика Башкортостан,Краснокамский район,Ашит,55.960150,54.135260,,,,,,,,
Республика Башкортостан,Краснокамский район,Бачкитау,55.838040,54.063280,,,,,,,,
Республика Башкортостан,Краснокамский район,Биктимирово,56.188200,54.572100,,,,,,,,
Республика Башкортостан,Краснокамский район,Большая Амзя,56.123700,54.398700,,,,,,,,
Республика Башкортостан,Краснокамский район,Бурнюш,55.795360,54.369910,,,,,,,,
Республика Башкортостан,Краснокамский район,Воробьёво,56.132860,54.270820,,,,,,,,
Республика Башкортостан,Краснокамский район,Графское,55.926980,54.453300,,,,,,,,
Республика Башкортостан,Краснокамский район,Дубник,56.174800,54.192300,,,,,,,,
Республика Башкортостан,Краснокамский район,Дунаево,56.051700,54.405700,,,,,,,,
Республика Башкортостан,Краснокамский район,Зубовка,56.161600,54.246800,,,,,,,,
Республика Башкортостан,Краснокамский район,Ивановка,56.000800,54.134600,,,,,,,,
Республика Башкортостан,Краснокамский район,Илистанбетово,56.180500,54.421300,,,,,,,,
Республика Башкортостан,Краснокамский район,Нефтекамск балһсн,56.088790,54.263830,,,,,,,,
Республика Башкортостан,Краснокамский район,Николо-Березовка,56.124220,54.155730,,,,,,,,
Республика Башкортостан,Мишкинский район,Александровка,55.583330,55.833330,,,,,,,,
Республика Башкортостан,Мишкинский район,Андреевка,55.585040,55.633720,,,,,,,,
Республика Башкортостан,Мишкинский район,Бабаево,55.498990,56.129340,,,,,,,,
Республика Башкортостан,Мишкинский район,Байтурово,55.404990,56.209310,,,,,,,,
Республика Башкортостан,Мишкинский район,Башкирское Байбаково,55.445330,56.080820,,,,,,,,
Республика Башкортостан,Мишкинский район,Бикшиково,55.517750,55.691180,,,,,,,,
Республика Башкортостан,Мишкинский район,Бирюбаш,55.692750,56.212630,,,,,,,,
Республика Башкортостан,Мишкинский район,Биштиново,55.377760,56.194110,,,,,,,,
Республика Башкортостан,Мишкинский район,Большесухоязово,55.564450,55.540730,,,,,,,,
Республика Башкортостан,Мишкинский район,Большие Шады,55.659410,55.816560,,,,,,,,
Республика Башкортостан,Мишкинский район,Большой Лог,55.504610,56.324900,,,,,,,,
Республика Башкортостан,Мишкинский район,Брюховка,55.551690,55.803820,,,,,,,,
Республика Башкортостан,Мишкинский район,Букленды,55.647240,55.634420,,,,,,,,
Республика Башкортостан,Мишкинский район,Верхнесорокино,55.603680,55.948070,,,,,,,,
Республика Башкортостан,Мишкинский район,Ежовка,55.414980,56.303110,,,,,,,,
Республика Башкортостан,Мишкинский район,Староиликово,55.343600,56.241960,,,,,,,,
Республика Башкортостан,Мишкинский район,Усабаш,55.434860,56.305620,,,,,,,,
Республика Башкортостан,Татышлинский район,Аксаитово,56.362700,55.598000,,,,,,,,
Республика Башкортостан,Татышлинский район,Алга,56.201440,56.063740,,,,,,,,
Республика Башкортостан,Татышлинский район,Арибаш,56.260200,55.773200,,,,,,,,
Республика Башкортостан,Татышлинский район,Арибашево,56.246700,55.762600,,,,,,,,
Республика Башкортостан,Татышлинский район,Артаулово,56.346800,55.514200,,,,,,,,
Республика Башкортостан,Татышлинский район,Асавды,56.189100,55.890400,,,,,,,,
Республика Башкортостан,Татышлинский район,Аук-Буляк,56.366200,55.858200,,,,,,,,
Республика Башкортостан,Татышлинский район,Бадряшево,56.378100,55.888000,,,,,,,,
Республика Башкортостан,Татышлинский район,Байкибаш,56.412800,55.804800,,,,,,,,
Республика Башкортостан,Татышлинский район,Башкибаш,56.115900,55.698000,,,,,,,,
Республика Башкортостан,Татышлинский район,Башкортостан,56.244450,56.251780,,,,,,,,
Республика Башкортостан,Татышлинский район,Беляшево,56.418800,55.890400,,,,,,,,
Республика Башкортостан,Татышлинский район,Бигинеева,56.214200,56.026510,,,,,,,,
Республика Башкортостан,Татышлинский район,Бизь,56.324400,55.482800,,,,,,,,
Республика Башкортостан,Татышлинский район,Буады-Баш,56.233330,55.616670,,,,,,,,
Республика Башкортостан,Татышлинский район,Буль-Кайпаново,56.327900,55.782800,,,,,,,,
Республика Башкортостан,Татышлинский район,Верхние Татышлы,56.288790,55.860310,,,,,,,,
Республика Башкортостан,Янаульский район,Айбуляк,56.206100,54.730100,,,,,,,,
Республика Башкортостан,Янаульский район,Акылбай,56.331500,54.658800,,,,,,,,
Республика Башкортостан,Янаульский район,Андреевка,56.159700,54.868000,,,,,,,,
Республика Башкортостан,Янаульский район,Андреевка,56.169300,55.355400,,,,,,,,
Республика Башкортостан,Янаульский район,Арлян,56.266050,55.108160,,,,,,,,
Республика Башкортостан,Янаульский район,Асавдыбаш,56.177340,55.181050,,,,,,,,
Республика Башкортостан,Янаульский район,Ахтиял,56.252320,55.032940,,,,,,,,
Республика Башкортостан,Янаульский район,Ачу-Елга,56.288320,55.368430,,,,,,,,
Республика Башкортостан,Янаульский район,Бадряш,56.250000,54.733330,,,,,,,,
Республика Башкортостан,Янаульский район,Бадряш,56.254040,54.713660,,,,,,,,
